station;valid_date;valid_time_new;valid_date_time;tmpf;dwpf;relh;drct;sknt;p01i;alti;mslp;vsby;gust;skyc1;skyc2;skyc3;skyc4;skyl1;skyl2;skyl3;skyl4;wxcodes;ice_accretion_1hr;ice_accretion_3hr;ice_accretion_6hr;peak_wind_gust;peak_wind_drct;peak_wind_time;feel;metar;airport;snowdepth
LGA;06.01.2023;2:51;06.01.2023 02:51;44.00;41.00;88.77;40.00;8.00;T;29.97;1014.90;2.50;;OVC;;;;600.00;;;;-DZ BR;;;;;;;39.02;KLGA 060251Z 04008KT 2 1/2SM -DZ BR OVC006 07/05 A2997 RMK AO2 SFC VIS 3 DZB47 SLP149 P0000 60000 T00670050 53002;LGA;
JFK;06.01.2023;2:51;06.01.2023 02:51;46.00;46.00;100.00;80.00;6.00;T;29.98;1015.20;5.00;;OVC;;;;500.00;;;;-DZ BR;;;;;;;42.39;KJFK 060251Z 08006KT 5SM -DZ BR OVC005 08/08 A2998 RMK AO2 DZB48 SLP152 P0000 60000 T00780078 53003;JFK;
LGA;06.01.2023;3:07;06.01.2023 03:07;44.00;41.00;88.77;50.00;8.00;T;29.97;;1.50;;OVC;;;;400.00;;;;-DZ BR;;;;;;;39.02;KLGA 060307Z 05008KT 1 1/2SM -DZ BR OVC004 07/05 A2997 RMK AO2 TWR VIS 2 P0000 T00670050;LGA;
LGA;06.01.2023;3:42;06.01.2023 03:42;44.00;41.00;88.77;50.00;9.00;T;29.98;;2.00;;OVC;;;;600.00;;;;-DZ BR;;;;;;;38.56;KLGA 060342Z 05009KT 2SM -DZ BR OVC006 07/05 A2998 RMK AO2 P0000 T00670050;LGA;
JFK;06.01.2023;3:51;06.01.2023 03:51;45.00;45.00;100.00;60.00;9.00;0.02;29.98;1015.20;6.00;;OVC;;;;600.00;;;;-RA BR;;;;;;;39.68;KJFK 060351Z 06009KT 6SM -RA BR OVC006 07/07 A2998 RMK AO2 DZE38RAB38 SLP152 P0002 T00720072 $;JFK;
LGA;06.01.2023;3:51;06.01.2023 03:51;44.00;41.00;88.77;60.00;9.00;T;29.97;1014.90;2.00;;BKN;OVC;;;600.00;1200.00;;;-DZ BR;;;;;;;38.56;KLGA 060351Z 06009KT 2SM -DZ BR BKN006 OVC012 07/05 A2997 RMK AO2 SLP149 P0000 T00670050;LGA;
LGA;06.01.2023;4:09;06.01.2023 04:09;44.00;41.00;88.77;50.00;7.00;T;29.97;;5.00;;OVC;;;;800.00;;;;BR;;;;;;;39.53;KLGA 060409Z 05007KT 5SM BR OVC008 07/05 A2997 RMK AO2 DZE09 P0000 T00670050;LGA;
LGA;06.01.2023;4:51;06.01.2023 04:51;44.00;41.00;88.77;70.00;9.00;T;29.96;1014.50;10.00;;OVC;;;;800.00;;;;;;;;;;;38.56;KLGA 060451Z 07009KT 10SM OVC008 07/05 A2996 RMK AO2 DZE09 SLP145 P0000 T00670050 400890067;LGA;
JFK;06.01.2023;4:51;06.01.2023 04:51;45.00;44.00;96.63;70.00;7.00;T;29.98;1015.00;6.00;;OVC;;;;500.00;;;;BR;;;;;;;40.63;KJFK 060451Z 07007KT 6SM BR OVC005 07/07 A2998 RMK AO2 RAE0356 SLP150 P0000 T00720067 401060072 $;JFK;
LGA;06.01.2023;5:51;06.01.2023 05:51;44.00;40.00;85.06;40.00;5.00;0.00;29.95;1014.30;10.00;;OVC;;;;900.00;;;;;;;;;;;40.77;KLGA 060551Z 04005KT 10SM OVC009 07/04 A2995 RMK AO2 SLP143 60000 T00670044 10078 20067 58007;LGA;
JFK;06.01.2023;5:51;06.01.2023 05:51;44.00;43.00;95.88;100.00;6.00;0.00;29.96;1014.60;8.00;;OVC;;;;700.00;;;;;;;;;;;40.10;KJFK 060551Z 10006KT 8SM OVC007 07/06 A2996 RMK AO2 SLP146 60002 T00670061 10078 20067 58006 $;JFK;
JFK;06.01.2023;6:51;06.01.2023 06:51;44.00;43.00;95.88;100.00;4.00;T;29.97;1014.90;8.00;;OVC;;;;900.00;;;;-RA;;;;;;;41.55;KJFK 060651Z 10004KT 8SM -RA OVC009 07/06 A2997 RMK AO2 RAB17 SLP149 P0000 T00670061 $;JFK;
LGA;06.01.2023;6:51;06.01.2023 06:51;43.00;40.00;88.71;40.00;5.00;0.02;29.96;1014.50;5.00;;OVC;;;;800.00;;;;-RA BR;;;;;;;39.46;KLGA 060651Z 04005KT 5SM -RA BR OVC008 06/04 A2996 RMK AO2 RAB07 SLP145 P0002 T00610044;LGA;
LGA;06.01.2023;7:11;06.01.2023 07:11;43.00;40.00;88.71;30.00;5.00;0.02;29.97;;4.00;;OVC;;;;700.00;;;;RA BR;;;;;;;39.46;KLGA 060711Z 03005KT 4SM RA BR OVC007 06/04 A2997 RMK AO2 P0002 T00610044;LGA;
JFK;06.01.2023;7:51;06.01.2023 07:51;43.00;43.00;100.00;90.00;3.00;0.06;29.99;1015.40;8.00;;OVC;;;;900.00;;;;RA;;;;;;;41.26;KJFK 060751Z 09003KT 8SM RA OVC009 06/06 A2999 RMK AO2 SLP154 P0006 T00610061 $;JFK;
LGA;06.01.2023;7:51;06.01.2023 07:51;43.00;40.00;88.71;350.00;5.00;0.11;29.99;1015.40;4.00;;OVC;;;;700.00;;;;RA BR;;;;;;;39.46;KLGA 060751Z 35005KT 4SM RA BR OVC007 06/04 A2999 RMK AO2 SLP154 P0011 T00610044;LGA;
LGA;06.01.2023;8:23;06.01.2023 08:23;43.00;40.00;88.71;20.00;6.00;0.07;29.98;;5.00;;OVC;;;;900.00;;;;RA BR;;;;;;;38.78;KLGA 060823Z 02006KT 5SM RA BR OVC009 06/04 A2998 RMK AO2 P0007 T00610044;LGA;
LGA;06.01.2023;8:33;06.01.2023 08:33;43.00;40.00;88.71;30.00;5.00;0.09;29.98;;6.00;;FEW;OVC;;;600.00;1100.00;;;RA BR;;;;;;;39.46;KLGA 060833Z 03005KT 6SM RA BR FEW006 OVC011 06/04 A2998 RMK AO2 P0009 T00610044;LGA;
LGA;06.01.2023;8:51;06.01.2023 08:51;42.00;39.00;88.67;40.00;7.00;0.10;29.97;1014.90;6.00;;SCT;BKN;OVC;;600.00;1200.00;3400.00;;-RA BR;;;;;;;37.09;KLGA 060851Z 04007KT 6SM -RA BR SCT006 BKN012 OVC034 06/04 A2997 RMK AO2 SLP149 P0010 60023 T00560039 50006;LGA;
JFK;06.01.2023;8:51;06.01.2023 08:51;43.00;43.00;100.00;40.00;5.00;0.11;29.98;1015.10;5.00;;OVC;;;;900.00;;;;-RA BR;;;;;;;39.46;KJFK 060851Z 04005KT 5SM -RA BR OVC009 06/06 A2998 RMK AO2 SLP151 P0011 60017 T00610061 50005 $;JFK;
LGA;06.01.2023;9:45;06.01.2023 09:45;42.80;39.20;86.99;50.00;7.00;T;29.96;;7.00;;FEW;BKN;OVC;;600.00;1800.00;4700.00;;;;;;;;;37.94;KLGA 060945Z 05007KT 7SM FEW006 BKN018 OVC047 06/04 A2996 RMK AO2 RAE15 P0000;LGA;
JFK;06.01.2023;9:51;06.01.2023 09:51;43.00;43.00;100.00;350.00;3.00;0.01;29.98;1015.20;9.00;;OVC;;;;900.00;;;;;;;;;;;41.26;KJFK 060951Z 35003KT 9SM OVC009 06/06 A2998 RMK AO2 RAE08 SLP152 P0001 T00610061 $;JFK;
LGA;06.01.2023;9:51;06.01.2023 09:51;42.00;39.00;88.67;50.00;6.00;T;29.97;1014.70;7.00;;FEW;BKN;OVC;;600.00;2000.00;4700.00;;-RA;;;;;;;37.69;KLGA 060951Z 05006KT 7SM -RA FEW006 BKN020 OVC047 06/04 A2997 RMK AO2 RAE15B46 SLP147 P0000 T00560039;LGA;
LGA;06.01.2023;10:33;06.01.2023 10:33;42.00;39.00;88.67;80.00;6.00;T;29.96;;7.00;;FEW;SCT;BKN;;600.00;2500.00;4800.00;;;;;;;;;37.69;KLGA 061033Z 08006KT 7SM FEW006 SCT025 BKN048 06/04 A2996 RMK AO2 RAE0959 P0000 T00560039;LGA;
JFK;06.01.2023;10:51;06.01.2023 10:51;42.00;42.00;100.00;70.00;7.00;0.00;29.97;1014.80;8.00;;OVC;;;;700.00;;;;;;;;;;;37.09;KJFK 061051Z 07007KT 8SM OVC007 06/06 A2997 RMK AO2 SLP148 T00560056 $;JFK;
LGA;06.01.2023;10:51;06.01.2023 10:51;42.00;39.00;88.67;80.00;4.00;T;29.95;1014.10;7.00;;FEW;SCT;BKN;;600.00;2500.00;4800.00;;;;;;;;;39.21;KLGA 061051Z 08004KT 7SM FEW006 SCT025 BKN048 06/04 A2995 RMK AO2 RAE0959 SLP141 P0000 T00560039;LGA;
JFK;06.01.2023;11:36;06.01.2023 11:36;42.00;42.00;100.00;110.00;7.00;0.00;29.96;;10.00;;FEW;BKN;OVC;;900.00;5000.00;11000.00;;;;;;;;;37.09;KJFK 061136Z 11007KT 10SM FEW009 BKN050 OVC110 06/06 A2996 RMK AO2 T00560056 $;JFK;
JFK;06.01.2023;11:51;06.01.2023 11:51;42.00;41.00;95.84;120.00;6.00;0.00;29.97;1014.70;10.00;;FEW;FEW;BKN;;3900.00;5000.00;11000.00;;;;;;;;;37.69;KJFK 061151Z 12006KT 10SM FEW039 FEW050 BKN110 06/05 A2997 RMK AO2 SLP147 60018 70020 T00560050 10067 20056 58004 $;JFK;
LGA;06.01.2023;11:51;06.01.2023 11:51;42.00;39.00;88.67;100.00;8.00;0.00;29.95;1014.10;7.00;;SCT;BKN;BKN;;600.00;4600.00;11000.00;;;;;;;;;36.55;KLGA 061151Z 10008KT 7SM SCT006 BKN046 BKN110 06/04 A2995 RMK AO2 SLP141 60023 70024 T00560039 10067 20056 56008;LGA;
JFK;06.01.2023;12:11;06.01.2023 12:11;42.00;42.00;100.00;120.00;6.00;0.00;29.97;;10.00;;FEW;FEW;BKN;;600.00;5000.00;11000.00;;;;;;;;;37.69;KJFK 061211Z 12006KT 10SM FEW006 FEW050 BKN110 06/06 A2997 RMK A02 T00560056;JFK;
LGA;06.01.2023;12:51;06.01.2023 12:51;44.00;40.00;85.06;110.00;5.00;0.01;29.98;1015.00;5.00;;SCT;BKN;OVC;;600.00;900.00;4600.00;;-RA BR;;;;;;;40.77;KLGA 061251Z 11005KT 5SM -RA BR SCT006 BKN009 OVC046 07/04 A2998 RMK AO2 RAB37 SLP150 P0001 T00670044;LGA;
JFK;06.01.2023;12:51;06.01.2023 12:51;43.00;42.00;96.60;80.00;3.00;T;29.99;1015.40;9.00;;SCT;OVC;;;700.00;3700.00;;;-RA;;;;;;;41.26;KJFK 061251Z 08003KT 9SM -RA SCT007 OVC037 06/06 A2999 RMK AO2 RAB46 CIG 022 W SLP154 P0000 T00610056 $;JFK;
JFK;06.01.2023;13:20;06.01.2023 13:20;43.00;42.00;96.60;90.00;5.00;0.01;29.98;;8.00;;BKN;OVC;;;700.00;3700.00;;;-RA;;;;;;;39.46;KJFK 061320Z 09005KT 8SM -RA BKN007 OVC037 06/06 A2998 RMK AO2 CIG 007V012 P0001 T00610056 $;JFK;
LGA;06.01.2023;13:51;06.01.2023 13:51;43.00;39.00;85.66;50.00;6.00;T;29.97;1014.90;5.00;;SCT;BKN;OVC;;600.00;900.00;1400.00;;BR;;;;;;;38.78;KLGA 061351Z 05006KT 5SM BR SCT006 BKN009 OVC014 06/04 A2997 RMK AO2 RAE40 SLP149 P0000 T00610039;LGA;
JFK;06.01.2023;13:51;06.01.2023 13:51;43.00;42.00;96.60;70.00;6.00;0.02;29.98;1015.00;10.00;;OVC;;;;800.00;;;;-RA;;;;;;;38.78;KJFK 061351Z 07006KT 10SM -RA OVC008 06/06 A2998 RMK AO2 SLP150 P0002 T00610056;JFK;
JFK;06.01.2023;14:51;06.01.2023 14:51;43.00;42.00;96.60;40.00;4.00;T;30.00;1015.90;10.00;;OVC;;;;700.00;;;;;;;;;;;40.27;KJFK 061451Z 04004KT 10SM OVC007 06/06 A3000 RMK AO2 RAE1357B22E31 SLP159 P0000 60002 T00610056 53012;JFK;
LGA;06.01.2023;14:51;06.01.2023 14:51;43.00;39.00;85.66;40.00;4.00;0.00;29.99;1015.60;5.00;;FEW;OVC;;;600.00;900.00;;;BR;;;;;;;40.27;KLGA 061451Z 04004KT 5SM BR FEW006 OVC009 06/04 A2999 RMK AO2 SLP156 60001 T00610039 51015;LGA;
LGA;06.01.2023;15:36;06.01.2023 15:36;43.00;39.00;85.66;60.00;5.00;T;29.99;;6.00;;SCT;OVC;;;800.00;1100.00;;;-RA BR;;;;;;;39.46;KLGA 061536Z 06005KT 6SM -RA BR SCT008 OVC011 06/04 A2999 RMK AO2 RAB22 P0000 T00610039;LGA;
LGA;06.01.2023;15:51;06.01.2023 15:51;43.00;39.00;85.66;70.00;5.00;T;29.98;1015.30;5.00;;SCT;OVC;;;800.00;1100.00;;;-RA BR;;;;;;;39.46;KLGA 061551Z 07005KT 5SM -RA BR SCT008 OVC011 06/04 A2998 RMK AO2 RAB22 SLP153 P0000 T00610039;LGA;
JFK;06.01.2023;15:51;06.01.2023 15:51;44.00;42.00;92.62;0.00;0.00;T;29.99;1015.60;9.00;;OVC;;;;900.00;;;;-RA;;;;;;;44.10;KJFK 061551Z 00000KT 9SM -RA OVC009 07/06 A2999 RMK AO2 RAB05 SLP156 P0000 T00670056;JFK;
JFK;06.01.2023;16:51;06.01.2023 16:51;45.00;43.00;92.65;320.00;3.00;T;29.97;1014.90;4.00;;OVC;;;;900.00;;;;-RA BR;;;;;;;43.55;KJFK 061651Z 32003KT 4SM -RA BR OVC009 07/06 A2997 RMK AO2 RAE15B43 SLP149 P0000 T00720061;JFK;
LGA;06.01.2023;16:51;06.01.2023 16:51;43.00;39.00;85.66;40.00;5.00;T;29.96;1014.60;5.00;;BKN;OVC;;;800.00;1100.00;;;BR;;;;;;;39.46;KLGA 061651Z 04005KT 5SM BR BKN008 OVC011 06/04 A2996 RMK AO2 RAE1559 SLP146 P0000 T00610039;LGA;
LGA;06.01.2023;17:51;06.01.2023 17:51;44.00;40.00;85.06;70.00;6.00;0.00;29.95;1014.00;8.00;;FEW;SCT;BKN;;1100.00;1900.00;2500.00;;BR;;;;;;;40.10;KLGA 061751Z COR 07006KT 8SM FEW011 SCT019 BKN025 07/04 A2995 RMK AO2 SLP140 60001 T00670044 10067 20056 58016;LGA;
LGA;06.01.2023;18:51;06.01.2023 18:51;44.00;39.00;82.12;60.00;4.00;0.00;29.94;1013.90;10.00;;FEW;SCT;BKN;;1100.00;1800.00;2500.00;;;;;;;;;41.55;KLGA 061851Z 06004KT 10SM FEW011 SCT018 BKN025 07/04 A2994 RMK AO2 SLP139 T00670039;LGA;
JFK;06.01.2023;19:12;06.01.2023 19:12;45.00;44.00;96.63;200.00;6.00;0.00;29.97;;10.00;;FEW;BKN;BKN;;900.00;1800.00;4900.00;;;;;;;;;41.19;KJFK 061912Z COR 20006KT 10SM FEW009 BKN018 BKN049 07/07 A2997 RMK T00720067;JFK;
LGA;06.01.2023;19:33;06.01.2023 19:33;46.00;40.00;79.13;;3.00;0.00;29.95;;10.00;;FEW;BKN;BKN;;2700.00;4600.00;6000.00;;;;;;;;;44.69;KLGA 061933Z VRB03KT 10SM FEW027 BKN046 BKN060 08/04 A2995 RMK AO2 T00780044;LGA;
LGA;06.01.2023;19:51;06.01.2023 19:51;47.00;39.00;73.85;0.00;0.00;T;29.95;1014.30;10.00;;FEW;BKN;BKN;;2700.00;4600.00;6000.00;;;;;;;;;46.90;KLGA 061951Z 00000KT 10SM FEW027 BKN046 BKN060 08/04 A2995 RMK AO2 RAB36E45 SLP143 P0000 T00830039;LGA;
JFK;06.01.2023;19:51;06.01.2023 19:51;45.00;44.00;96.63;210.00;8.00;0.00;29.97;1014.80;10.00;;SCT;BKN;OVC;;900.00;1600.00;7000.00;;;;;;;;;40.13;KJFK 061951Z 21008KT 10SM SCT009 BKN016 OVC070 07/07 A2997 RMK SLP148 T00720067;JFK;
JFK;06.01.2023;20:30;06.01.2023 20:30;46.00;42.00;86.16;240.00;7.00;T;29.98;;10.00;;FEW;SCT;BKN;;1100.00;3100.00;5000.00;;;;;;;;;41.84;KJFK 062030Z 24007KT 10SM FEW011 SCT031 BKN050 08/06 A2998 RMK AO2 RAB1952E11 P0000 T00780056;JFK;
JFK;06.01.2023;20:51;06.01.2023 20:51;46.00;41.00;82.58;250.00;8.00;T;29.98;1015.30;10.00;;FEW;SCT;BKN;;1600.00;3100.00;4300.00;;;;;;;;;41.36;KJFK 062051Z 25008KT 10SM FEW016 SCT031 BKN043 08/05 A2998 RMK RAB1952E11 SLP153 P0000 60005 T00780050 53008;JFK;
LGA;06.01.2023;20:51;06.01.2023 20:51;48.00;36.00;62.97;290.00;10.00;T;29.97;1014.80;10.00;;FEW;SCT;BKN;;2900.00;5000.00;6500.00;;;;;;;;;43.03;KLGA 062051Z 29010KT 10SM FEW029 SCT050 BKN065 09/02 A2997 RMK AO2 RAB16E33 SLP148 P0000 60000 T00890022 53008;LGA;
JFK;06.01.2023;21:51;06.01.2023 21:51;45.00;39.00;79.36;260.00;13.00;0.00;30.00;1015.80;10.00;;FEW;BKN;;;2700.00;6500.00;;;;;;;;;;38.22;KJFK 062151Z 26013KT 10SM FEW027 BKN065 07/04 A3000 RMK SLP158 T00720039;JFK;
LGA;06.01.2023;21:51;06.01.2023 21:51;46.00;35.00;65.52;290.00;9.00;0.00;29.99;1015.50;10.00;;FEW;FEW;BKN;BKN;2700.00;5000.00;7000.00;13000.00;;;;;;;;40.92;KLGA 062151Z 29009KT 10SM FEW027 FEW050 BKN070 BKN130 08/02 A2999 RMK AO2 SLP155 T00780017;LGA;
LGA;06.01.2023;22:51;06.01.2023 22:51;46.00;35.00;65.52;290.00;10.00;0.00;30.01;1016.30;10.00;;BKN;BKN;BKN;;3800.00;7000.00;12000.00;;;;;;;;;40.52;KLGA 062251Z 29010KT 10SM BKN038 BKN070 BKN120 08/02 A3001 RMK AO2 SLP163 T00780017;LGA;
JFK;06.01.2023;22:51;06.01.2023 22:51;45.00;38.00;76.01;250.00;9.00;0.00;30.03;1016.90;10.00;;BKN;BKN;;;3100.00;4400.00;;;;;;;;;;39.68;KJFK 062251Z 25009KT 10SM BKN031 BKN044 07/03 A3003 RMK AO2 SLP169 T00720033 $;JFK;
LGA;06.01.2023;23:51;06.01.2023 23:51;46.00;32.00;57.87;300.00;13.00;0.00;30.04;1017.30;10.00;;FEW;BKN;BKN;BKN;3000.00;4500.00;7000.00;13000.00;;;;;;;;39.50;KLGA 062351Z 30013KT 10SM FEW030 BKN045 BKN070 BKN130 08/00 A3004 RMK AO2 SLP173 60000 T00780000 10089 20067 53025;LGA;
JFK;06.01.2023;23:51;06.01.2023 23:51;46.00;36.00;67.90;290.00;13.00;0.00;30.05;1017.50;10.00;17.00;BKN;BKN;;;3200.00;4200.00;;;;;;;;;;39.50;KJFK 062351Z 29013G17KT 10SM BKN032 BKN042 08/02 A3005 RMK SLP175 60005 T00780022 10083 20067 53023;JFK;
LGA;07.01.2023;0:51;07.01.2023 00:51;44.00;30.90;59.50;300.00;10.00;0.00;30.07;1018.00;10.00;;FEW;SCT;BKN;;3000.00;5500.00;13000.00;;;;;;;;;38.14;KLGA 070051Z 30010KT 10SM FEW030 SCT055 BKN130 07/M01 A3007 RMK AO2 SLP180 T00671006;LGA;
JFK;07.01.2023;0:51;07.01.2023 00:51;44.00;33.00;65.02;300.00;12.00;0.00;30.08;1018.40;10.00;;FEW;BKN;BKN;;3200.00;5000.00;8000.00;;;;;;;;;37.40;KJFK 070051Z 30012KT 10SM FEW032 BKN050 BKN080 07/01 A3008 RMK SLP184 T00670006;JFK;
JFK;07.01.2023;1:51;07.01.2023 01:51;42.00;32.00;67.17;290.00;15.00;0.00;30.10;1019.00;10.00;;FEW;FEW;BKN;;3200.00;6500.00;8000.00;;;;;;;;;33.87;KJFK 070151Z 29015KT 10SM FEW032 FEW065 BKN080 06/00 A3010 RMK SLP190 T00560000;JFK;
LGA;07.01.2023;1:51;07.01.2023 01:51;43.00;30.00;59.83;300.00;14.00;0.00;30.09;1018.80;10.00;20.00;FEW;BKN;;;3000.00;8500.00;;;;;;;;;;35.34;KLGA 070151Z 30014G20KT 10SM FEW030 BKN085 06/M01 A3009 RMK AO2 SLP188 T00611011;LGA;
JFK;07.01.2023;2:51;07.01.2023 02:51;42.00;32.00;67.17;290.00;10.00;0.00;30.11;1019.50;10.00;;FEW;FEW;BKN;;3200.00;6500.00;8500.00;;;;;;;;;35.63;KJFK 070251Z 29010KT 10SM FEW032 FEW065 BKN085 06/00 A3011 RMK SLP195 T00560000 51020;JFK;
LGA;07.01.2023;2:51;07.01.2023 02:51;43.00;30.00;59.83;300.00;14.00;0.00;30.10;1019.10;10.00;20.00;FEW;BKN;BKN;;3000.00;8000.00;9000.00;;;;;;;;;35.34;KLGA 070251Z 30014G20KT 10SM FEW030 BKN080 BKN090 06/M01 A3010 RMK AO2 SLP191 T00611011 51018;LGA;
JFK;07.01.2023;3:51;07.01.2023 03:51;41.00;30.90;67.03;300.00;13.00;0.00;30.12;1020.00;10.00;;FEW;SCT;;;6500.00;9000.00;;;;;;;;;;33.10;KJFK 070351Z 30013KT 10SM FEW065 SCT090 05/M01 A3012 RMK SLP200 T00501006;JFK;
LGA;07.01.2023;3:51;07.01.2023 03:51;41.00;28.00;59.55;290.00;11.00;0.00;30.11;1019.70;10.00;;FEW;SCT;SCT;;6000.00;8000.00;9000.00;;;;;;;;;33.84;KLGA 070351Z 29011KT 10SM FEW060 SCT080 SCT090 05/M02 A3011 RMK AO2 SLP197 T00501022;LGA;
JFK;07.01.2023;4:51;07.01.2023 04:51;40.00;30.90;69.96;300.00;11.00;0.00;30.12;1019.90;10.00;;FEW;SCT;;;6500.00;9000.00;;;;;;;;;;32.45;KJFK 070451Z 30011KT 10SM FEW065 SCT090 04/M01 A3012 RMK SLP199 T00441006 400830044;JFK;
LGA;07.01.2023;4:51;07.01.2023 04:51;41.00;28.90;61.79;290.00;11.00;0.00;30.11;1019.50;10.00;;SCT;;;;7500.00;;;;;;;;;;;33.84;KLGA 070451Z 29011KT 10SM SCT075 05/M02 A3011 RMK AO2 SLP195 T00501017 400890050;LGA;
LGA;07.01.2023;5:51;07.01.2023 05:51;40.00;28.00;62.15;290.00;8.00;0.00;30.10;1019.40;10.00;;CLR;;;;;;;;;;;;;;;33.84;KLGA 070551Z 29008KT 10SM CLR 04/M02 A3010 RMK AO2 SLP194 T00441022 10078 20044 50002;LGA;
JFK;07.01.2023;5:51;07.01.2023 05:51;39.00;30.00;69.85;290.00;8.00;0.00;30.12;1019.70;10.00;;FEW;FEW;;;6500.00;9000.00;;;;;;;;;;32.74;KJFK 070551Z 29008KT 10SM FEW065 FEW090 04/M01 A3012 RMK SLP197 T00391011 10072 20039 50002;JFK;
JFK;07.01.2023;6:51;07.01.2023 06:51;38.00;28.90;69.73;290.00;10.00;0.00;30.12;1019.90;10.00;;FEW;;;;9000.00;;;;;;;;;;;30.37;KJFK 070651Z 29010KT 10SM FEW090 03/M02 A3012 RMK SLP199 T00331017;JFK;
LGA;07.01.2023;6:51;07.01.2023 06:51;40.00;27.00;59.65;290.00;11.00;0.00;30.11;1019.50;10.00;;FEW;;;;7500.00;;;;;;;;;;;32.45;KLGA 070651Z 29011KT 10SM FEW075 04/M03 A3011 RMK AO2 SLP195 T00441028;LGA;
LGA;07.01.2023;7:51;07.01.2023 07:51;39.00;27.00;61.78;300.00;8.00;0.00;30.11;1019.60;10.00;;FEW;;;;7500.00;;;;;;;;;;;32.74;KLGA 070751Z 30008KT 10SM FEW075 04/M03 A3011 RMK AO2 SLP196 T00391028;LGA;
JFK;07.01.2023;7:51;07.01.2023 07:51;36.00;28.90;75.15;270.00;7.00;0.00;30.12;1020.00;10.00;;FEW;FEW;;;5000.00;9000.00;;;;;;;;;;29.65;KJFK 070751Z 27007KT 10SM FEW050 FEW090 02/M02 A3012 RMK SLP200 T00221017;JFK;
LGA;07.01.2023;8:51;07.01.2023 08:51;39.00;27.00;61.78;290.00;11.00;0.00;30.11;1019.60;10.00;;CLR;;;;;;;;;;;;;;;31.31;KLGA 070851Z 29011KT 10SM CLR 04/M03 A3011 RMK AO2 SLP196 T00391028 51002;LGA;
JFK;07.01.2023;8:51;07.01.2023 08:51;37.00;30.90;78.37;280.00;9.00;0.00;30.12;1020.00;10.00;;FEW;;;;4500.00;;;;;;;;;;;29.73;KJFK 070851Z 28009KT 10SM FEW045 03/M01 A3012 RMK SLP200 T00281006 50002;JFK;
JFK;07.01.2023;9:51;07.01.2023 09:51;37.00;30.90;78.37;270.00;9.00;0.00;30.12;1019.90;10.00;;FEW;FEW;;;4500.00;10000.00;;;;;;;;;;29.73;KJFK 070951Z 27009KT 10SM FEW045 FEW100 03/M01 A3012 RMK AO2 SLP199 T00281006 $;JFK;
LGA;07.01.2023;9:51;07.01.2023 09:51;38.00;28.00;67.20;280.00;11.00;0.00;30.11;1019.50;10.00;;CLR;;;;;;;;;;;;;;;29.92;KLGA 070951Z 28011KT 10SM CLR 03/M02 A3011 RMK AO2 SLP195 T00331022;LGA;
JFK;07.01.2023;10:51;07.01.2023 10:51;36.00;30.90;81.53;270.00;10.00;0.00;30.13;1020.30;10.00;;FEW;FEW;;;4500.00;10000.00;;;;;;;;;;27.98;KJFK 071051Z 27010KT 10SM FEW045 FEW100 02/M01 A3013 RMK SLP203 T00221006;JFK;
LGA;07.01.2023;10:51;07.01.2023 10:51;38.00;28.00;67.20;290.00;10.00;0.00;30.12;1019.80;10.00;;FEW;FEW;;;5000.00;9000.00;;;;;;;;;;30.37;KLGA 071051Z 29010KT 10SM FEW050 FEW090 03/M02 A3012 RMK AO2 SLP198 T00331022;LGA;
JFK;07.01.2023;11:51;07.01.2023 11:51;37.00;30.00;75.56;280.00;9.00;0.00;30.14;1020.50;10.00;;FEW;SCT;;;4500.00;10000.00;;;;;;;;;;29.73;KJFK 071151Z COR 28009KT 10SM FEW045 SCT100 03/M01 A3014 RMK SLP205 70007 T00281011 10039 20022 53005;JFK;
LGA;07.01.2023;11:51;07.01.2023 11:51;39.00;28.00;64.37;300.00;8.00;0.00;30.12;1020.10;10.00;;BKN;;;;5000.00;;;;;;;;;;;32.74;KLGA 071151Z 30008KT 10SM BKN050 04/M02 A3012 RMK AO2 SLP201 70001 T00391022 10044 20033 53005;LGA;
JFK;07.01.2023;12:51;07.01.2023 12:51;38.00;30.90;75.64;280.00;9.00;0.00;30.15;1020.80;10.00;;BKN;;;;7000.00;;;;;;;;;;;30.85;KJFK 071251Z 28009KT 10SM BKN070 03/M01 A3015 RMK AO2 SLP208 T00331006 $;JFK;
LGA;07.01.2023;12:51;07.01.2023 12:51;39.00;28.00;64.37;300.00;9.00;0.00;30.13;1020.30;10.00;;BKN;;;;5000.00;;;;;;;;;;;32.22;KLGA 071251Z 30009KT 10SM BKN050 04/M02 A3013 RMK AO2 SLP203 T00391022;LGA;
LGA;07.01.2023;13:51;07.01.2023 13:51;40.00;28.00;62.15;310.00;6.00;0.00;30.15;1020.80;10.00;;BKN;;;;7000.00;;;;;;;;;;;35.04;KLGA 071351Z 31006KT 10SM BKN070 04/M02 A3015 RMK AO2 SLP208 T00441022;LGA;
JFK;07.01.2023;13:51;07.01.2023 13:51;40.00;30.90;69.96;300.00;9.00;0.00;30.16;1021.30;10.00;;BKN;BKN;;;7000.00;12000.00;;;;;;;;;;33.34;KJFK 071351Z 30009KT 10SM BKN070 BKN120 04/M01 A3016 RMK SLP213 T00441006;JFK;
LGA;07.01.2023;14:51;07.01.2023 14:51;40.00;28.00;62.15;300.00;11.00;0.00;30.16;1021.20;10.00;;BKN;;;;7000.00;;;;;;;;;;;32.45;KLGA 071451Z 30011KT 10SM BKN070 04/M02 A3016 RMK AO2 SLP212 T00441022 53011;LGA;
